gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,2,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.6663,auto,0.0,4.88,2443.63
gfx950,256,4,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.1797,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0091,5.14,1289.36
gfx950,256,4,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,10.1637,auto,0.0,9.29,2326.79
gfx950,256,8,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.2315,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0092,10.22,1286.39
gfx950,256,8,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,5,11.4653,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0132,16.46,2067.51
gfx950,256,16,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,9.3253,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0062,20.24,1281.91
gfx950,256,16,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,5,11.591,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0136,32.57,2054.71
gfx950,256,32,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,9.2671,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0065,40.73,1306.98
gfx950,256,32,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,5,11.7821,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0137,64.08,2040.33
gfx950,256,48,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,3,4,9.8145,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.009,57.69,1250.15
gfx950,256,48,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,3,5,12.1519,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0136,93.19,1996.61
gfx950,256,64,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,5,4,10.1075,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.009,74.69,1229.51
gfx950,256,64,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,5,5,12.6689,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0137,119.19,1932.76
gfx950,256,80,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,7,5,13.1447,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0137,143.59,1879.78
gfx950,256,96,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,8,5,13.5787,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0136,166.8,1836.14
gfx950,256,112,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,17.4374,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0048,151.54,1442.62
gfx950,256,128,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,11.3635,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0035,132.88,1149.12
gfx950,256,128,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,17.3233,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0048,174.33,1465.01
gfx950,256,256,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,15.5453,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,194.26,921.15
gfx950,256,1,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,11.5513,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0078,2.55,2554.45
gfx950,256,2,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,11.4061,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0075,5.17,2588.37
gfx950,256,4,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,12.0536,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0075,9.79,2451.98
gfx950,256,8,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,11.96,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0077,19.73,2476.52
gfx950,256,16,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,12.2044,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0077,38.66,2437.42
gfx950,256,32,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,12.3457,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0078,76.44,2430.26
gfx950,256,48,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,3,3,13.0203,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0076,108.72,2324.0
gfx950,256,64,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,5,3,13.4435,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0077,140.4,2269.89
gfx950,256,80,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,14.2374,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0076,165.71,2161.29
gfx950,256,96,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,8,3,14.4747,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0076,195.59,2143.55
gfx950,256,112,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,4,1,19.1801,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,172.21,1631.02
gfx950,256,128,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,4,1,19.3026,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,195.56,1633.94
gfx950,256,1,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,6,7.8743,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0141,0.47,469.05
gfx950,256,2,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,6,7.8652,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0148,0.94,470.49
gfx950,256,4,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,6,7.7813,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0141,1.9,477.37
gfx950,256,8,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,7,7.9497,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0166,3.71,470.8
gfx950,256,16,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,6,7.9534,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0144,7.42,477.66
gfx950,256,32,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,6,8.0289,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0145,14.69,487.2
gfx950,256,48,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,3,6,8.2966,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0147,21.33,485.06
gfx950,256,64,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,8.6344,auto,0.0,27.32,479.13
gfx950,256,80,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,7,8,9.0799,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0177,32.48,468.02
gfx950,256,96,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,5,9.1847,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0126,38.53,474.95
gfx950,256,112,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.4523,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0107,43.68,473.42
gfx950,256,128,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.4726,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0105,49.81,484.29
gfx950,256,256,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,1,3,10.1055,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0075,93.39,543.13
gfx950,256,80,2560,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,3,3,11.2541,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0073,104.82,1387.58
gfx950,256,96,2560,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,3,3,11.2805,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0074,125.49,1399.77
gfx950,256,112,2560,2880,True,torch.bfloat16,torch.bfloat16,False,False,asm,7,3,11.8435,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0075,139.44,1347.93
gfx950,256,1,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,3.6698,auto,0.0,0.8,805.47
gfx950,256,2,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.2591,auto,0.0,1.38,695.61
gfx950,256,4,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.3198,auto,0.0,2.73,688.98
gfx950,256,8,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1251,auto,0.0,5.72,728.08
gfx950,256,16,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.0261,auto,0.0,11.72,759.46
gfx950,256,32,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.1461,auto,0.0,22.76,763.66
gfx950,256,48,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,flydsl,26,1,5.0181,flydsl_gemm2_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,28.21,652.59
gfx950,256,64,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.9656,auto,0.0,38.01,681.35
gfx950,256,80,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,flydsl,67,1,5.0507,flydsl_gemm2_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,46.71,691.36
gfx950,256,80,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,7,4,10.2424,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0088,92.14,1228.71
gfx950,256,96,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,flydsl,67,1,5.1203,flydsl_gemm2_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,55.29,703.16
gfx950,256,96,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,asm,8,4,10.752,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.009,105.33,1185.14
gfx950,256,112,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,flydsl,67,1,5.3155,flydsl_gemm2_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,62.14,697.76
gfx950,256,112,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.7172,native,0.0,123.28,1203.71
gfx950,256,128,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.7044,auto,0.0,80.24,811.47
gfx950,256,256,2880,512,True,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,6.291,auto,0.0,120.01,744.85
