gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,16,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.7359,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0088,27.57,1743.43
gfx950,256,32,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,4,9.7262,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0088,55.2,1765.38
gfx950,256,48,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,4,10.1698,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0089,79.19,1707.71
gfx950,256,64,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,4,10.4146,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0089,103.1,1686.44
gfx950,256,128,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,11.8652,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0034,180.99,1546.55
gfx950,256,256,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,16.5474,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,259.56,1203.99
gfx950,256,16384,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,213.9689,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1284.66,1019.32
gfx950,256,1,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.3258,native,0.0,4.05,4049.75
gfx950,256,1,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,341,8,12.2874,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0215,4.1,4097.87
gfx950,256,1,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,514,6,16.6696,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0179,4.53,4530.53
gfx950,256,2,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,2,14.1765,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0042,5.33,2665.37
gfx950,256,2,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,121,8,12.4378,flydsl_gemm2_abf16_wbf16_bf16_t32x128x128_split_k8_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0192,8.09,4049.96
gfx950,256,2,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,514,6,16.7507,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0185,9.01,4510.06
gfx950,256,4,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,20,8,10.1579,flydsl_gemm2_abf16_wbf16_bf16_t16x128x128_split_k8_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0177,14.86,3723.45
gfx950,256,4,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,237,4,12.8738,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0125,15.64,3915.98
gfx950,256,4,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,514,6,16.8558,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0161,17.92,4484.85
gfx950,256,8,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,442,4,10.337,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.01,29.21,3666.07
gfx950,256,8,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,336,4,13.2481,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0121,30.39,3811.53
gfx950,256,8,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,512,6,17.0561,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0178,35.41,4437.95
gfx950,256,16,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.9902,native,0.0,54.96,3461.6
gfx950,256,16,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,336,4,13.7961,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0122,58.37,3672.0
gfx950,256,16,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,514,6,18.2721,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k6_block_m_warp2_block_n_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0179,66.11,4153.36
gfx950,256,32,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,12.1762,native,0.0,99.21,3148.65
gfx950,256,32,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,15.528,native,0.0,103.72,3283.55
gfx950,256,32,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,20.2521,native,0.0,119.29,3766.72
gfx950,256,48,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,2,15.8977,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0042,113.97,2430.13
gfx950,256,48,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,2,19.1238,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0049,126.33,2683.29
gfx950,256,48,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,23.0272,native,0.0,157.37,3329.85
gfx950,256,64,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,16.398,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.004,147.33,2373.97
gfx950,256,64,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,19.7368,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0049,163.21,2616.55
gfx950,256,64,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,2,25.8376,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0056,187.01,2982.88
gfx950,256,128,6144,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,27.5675,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,233.7,1920.85
gfx950,256,16384,6144,3072,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,441.2049,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1401.79,770.02
gfx950,256,16384,6144,6144,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,824.3818,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1500.46,580.01
gfx950,256,1,38720,6144,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,64,1,89.2652,flydsl_gemm2_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp4_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,5.33,5331.09
