cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,_tag
256,128,7168,256,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,182.4679,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.0%,101.4085,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,283.8764,0,39.72,3736.26,
256,256,7168,256,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,189.2352,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,110.9206,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.3%,300.1558,0,75.12,3545.84,
256,512,7168,256,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,206.8094,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,122.5873,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,329.3967,0,136.91,3253.36,
256,1024,7168,256,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,243.135,flydsl_moe1_abf16_wint4_bf16_t32x64x128_kb2,0.0%,162.3476,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,1.4%,405.4826,0,222.44,2679.09,
256,2048,7168,256,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,343.7251,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,277.2552,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,1.3%,620.9803,0,290.49,1796.65,
256,4096,7168,256,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,623.3053,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,477.5288,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,1.4%,1100.8341,0,327.73,1066.83,
256,1,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,15.6318,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb14,0.3%,13.3571,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,1.3%,28.9889,0,3.42,36556.95,
256,2,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,18.8317,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb14,0.3%,17.5251,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,36.3568,0,5.45,29149.28,
256,4,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,30.2347,flydsl_moe1_abf16_wint4_bf16_t16x128x128_kb14,0.1%,21.7358,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,51.9705,0,7.63,20392.95,
256,8,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,45.0107,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.1%,29.6211,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,1.4%,74.6318,0,10.62,14202.34,
256,16,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,73.3523,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,43.9599,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.3%,117.3122,0,13.51,9037.22,
256,32,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,109.1897,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.1%,63.4294,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.3%,172.6191,0,18.37,6144.36,
256,64,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,152.7047,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,86.2881,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,1.4%,238.9928,0,26.54,4441.77,
256,128,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,184.4969,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.0%,102.923,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,287.4199,0,44.13,3699.77,
256,256,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,189.9896,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,107.8724,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,297.862,0,85.16,3582.39,
256,512,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,210.6811,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,122.1525,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,1.4%,332.8336,0,152.43,3228.03,
256,1024,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,247.2567,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,166.4994,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,1.4%,413.7561,0,245.24,2632.17,
256,2048,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,356.5274,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,268.1695,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,1.4%,624.6969,0,324.86,1790.37,
256,4096,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,654.3853,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,491.7256,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,1.4%,1146.1109,0,354.13,1027.09,
256,8192,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1072.9055,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,891.1016,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,1.4%,1964.0071,0,413.31,659.16,
256,2,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,25.6451,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,22.0077,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.0%,47.6528,0,7.39,44362.27,
256,4,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,41.3466,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb14,0.2%,29.1281,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.8%,70.4747,0,10.0,29997.2,
256,8,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,69.8795,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,44.0721,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,2.8%,113.9516,0,12.37,18553.13,
256,16,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,112.7125,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,64.8268,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,2.9%,177.5393,0,15.88,11909.41,
256,32,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,191.7717,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.0%,108.6004,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,2.9%,300.3721,0,18.77,7040.76,
256,64,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,279.5239,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,151.1205,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,2.9%,430.6444,0,26.18,4913.02,
256,128,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,345.6497,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.0%,184.8487,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,2.9%,530.4984,0,42.5,3991.72,
256,256,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,366.3664,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,207.3209,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.9%,573.6873,0,78.61,3697.61,
256,512,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,394.6946,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,218.5449,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.9%,613.2395,0,147.08,3471.09,
256,1024,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,444.9562,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,265.9612,flydsl_moe2_abf16_wint4_bf16_t32x128x256_atomic,2.9%,710.9174,0,253.74,3014.82,
256,2048,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,646.8407,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,486.8505,flydsl_moe2_abf16_wint4_bf16_t64x128x256_atomic,2.9%,1133.6912,0,318.23,1916.44,
256,4096,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,1101.1307,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,741.084,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,2.9%,1842.2147,0,391.68,1211.24,
256,1,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,19.6959,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb14,0.3%,17.0237,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.4%,36.7196,0,5.4,57720.21,
256,2,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,28.8372,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.0%,22.9438,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.0%,51.781,0,7.65,40931.84,
256,4,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,45.3493,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb14,0.2%,30.5252,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.2%,75.8745,0,10.45,27934.93,
256,8,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,75.1655,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.0%,46.4826,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.0%,121.6481,0,13.03,17424.55,
256,16,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,125.1737,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,72.4027,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.2%,197.5764,0,16.05,10729.48,
256,32,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,200.2196,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb2,0.0%,111.4137,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.2%,311.6333,0,20.35,6804.0,
256,64,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,295.1749,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,163.246,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.1%,458.4209,0,27.67,4627.34,
256,128,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,350.2072,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb2,0.0%,194.0995,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.2%,544.3067,0,46.6,3900.57,
256,256,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,367.4306,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,198.8276,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.1%,566.2582,0,89.6,3755.84,
256,512,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,404.2556,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb2,0.0%,225.5771,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,3.1%,629.8327,0,161.1,3388.38,
256,1024,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,450.5512,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,273.6974,flydsl_moe2_abf16_wint4_bf16_t32x128x256_atomic,3.1%,724.2486,0,280.2,2966.93,
256,2048,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,662.8305,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,394.1861,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,3.1%,1057.0166,0,383.98,2060.66,
256,4096,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1210.4474,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,728.0843,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,3.1%,1938.5317,0,418.74,1153.9,
256,8192,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,2032.6367,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,1210.4715,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,3.1%,3243.1082,0,500.6,725.94,
256,1,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,26.7385,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb14,0.1%,22.7387,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.5%,49.4772,0,7.12,85451.22,
256,2,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,40.3013,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,31.1173,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.4%,71.4186,0,9.87,59199.09,
256,4,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,68.0607,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,44.0531,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,5.0%,112.1138,0,12.57,37711.44,
256,8,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,113.8432,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb2,0.0%,67.8801,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,5.1%,181.7233,0,15.51,23266.62,
256,16,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,199.2597,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb2,0.0%,111.2937,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.0%,310.5534,0,18.15,13615.43,
256,64,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,584.9605,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,349.1862,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,0.0%,934.1467,0,24.14,4527.87,
256,256,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,719.8282,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,385.7385,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.9%,1105.5667,0,81.58,3830.79,
256,512,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,742.5591,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,405.768,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.9%,1148.3271,0,157.09,3694.54,
256,1024,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,902.7661,flydsl_moe1_abf16_wint4_bf16_t32x64x128_kb2,0.0%,530.9016,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,4.9%,1433.6677,0,251.65,2969.46,
256,2048,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1230.3553,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,815.5003,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,5.0%,2045.8556,0,352.69,2095.25,
256,4096,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,2128.5531,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,1248.6621,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,5.0%,3377.2152,0,427.31,1286.65,
256,8192,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,3459.7467,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,1956.3707,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,5.0%,5416.1174,0,532.89,823.97,
256,1,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,24.2212,flydsl_moe1_abf16_wint4_bf16_t16x64x256_kb7,0.1%,22.8054,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,3.5%,47.0266,0,8.43,90138.29,
256,2,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,40.9599,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb7,0.1%,29.4267,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.4%,70.3866,0,11.26,60223.48,
256,4,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,78.7174,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,48.584,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.6%,127.3014,0,12.45,33298.79,
256,8,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,136.8115,flydsl_moe1_abf16_wint4_bf16_t16x64x256_kb7,0.0%,76.5337,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.0%,213.3452,0,14.86,19869.67,
256,16,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,237.6397,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,128.7745,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.2%,366.4142,0,17.31,11569.77,
256,32,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,380.8486,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,195.9512,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.2%,576.7998,0,21.99,7350.53,
256,64,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,545.5681,flydsl_moe1_abf16_wint4_bf16_t16x64x128_kb4,0.0%,288.1253,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.2%,833.6934,0,30.43,5086.65,
256,128,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,683.8621,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,367.7822,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.3%,1051.6443,0,48.24,4034.2,
256,256,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,727.4523,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,385.2275,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.3%,1112.6798,0,91.19,3816.2,
256,512,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,771.8999,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,415.6438,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,5.2%,1187.5437,0,170.89,3581.8,
256,1024,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,881.6741,flydsl_moe1_abf16_wint4_bf16_t32x64x128,0.0%,485.0816,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,5.3%,1366.7557,0,296.96,3122.89,
256,2048,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1254.2995,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,724.2278,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,5.3%,1978.5273,0,410.28,2172.11,
256,4096,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,2289.1409,flydsl_moe1_abf16_wint4_bf16_t64x64x128_kb2,0.0%,1278.0142,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,5.3%,3567.1551,0,455.12,1221.23,
256,8192,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,3944.1887,flydsl_moe1_abf16_wint4_bf16_t64x64x128,0.0%,2142.3495,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,5.3%,6086.5382,0,533.47,735.02,
